sha,date,todo,revisit,fixme
f5104fb,2024-08-05T10:43:16+02:00,67,129,10
ac58f9a,2024-08-05T10:59:05+00:00,67,129,10
922b102,2024-08-07T23:13:28+02:00,67,129,10
999780f,2024-08-07T23:39:24+02:00,67,129,10
6c1558c,2024-08-07T23:54:46+02:00,67,129,10
ef5626d,2024-08-08T14:59:12+02:00,67,129,10
843f31d,2024-08-09T19:43:18+02:00,67,129,10
02cc90e,2024-08-09T20:14:34+02:00,67,129,10
c5c3b20,2024-08-09T20:28:11+02:00,67,129,10
abc8703,2024-08-09T20:32:13+02:00,67,129,10
6d47b96,2024-08-09T20:46:43+02:00,67,129,10
8658c45,2024-08-09T21:23:23+02:00,67,129,10
15b3db9,2024-08-09T21:23:35+02:00,67,129,10
ce94bce,2024-08-09T21:24:52+02:00,67,129,10
725be75,2024-08-09T21:25:10+02:00,67,128,10
d60149d,2024-08-09T21:46:28+02:00,67,128,10
ccb2df8,2024-08-10T03:40:06+02:00,67,128,10
a632e6a,2024-08-10T15:43:31+02:00,67,128,10
abacfb3,2024-08-10T21:31:58+02:00,67,128,10
279aa54,2024-08-10T21:35:16+02:00,67,128,10
cdf4d37,2024-08-12T09:28:38+02:00,67,129,10
2d9ada2,2024-08-12T10:58:56+02:00,67,128,10
b7c174d,2024-08-12T10:59:06+02:00,67,128,10
0dc935a,2024-08-12T12:44:28+02:00,67,128,10
9f5cfeb,2024-08-12T13:02:23+02:00,67,128,10
7258a50,2024-08-12T13:03:32+02:00,67,128,10
201b575,2024-08-13T10:54:35+02:00,67,128,10
84cde4a,2024-08-19T14:53:12+02:00,67,129,10
074734b,2024-08-20T10:04:19+02:00,67,129,10
d885e9d,2024-08-21T11:10:17+02:00,67,129,10
e62df19,2024-08-22T11:17:34+02:00,66,129,10
f4aee25,2024-08-28T16:18:07+02:00,67,129,10
8cad650,2024-08-28T14:28:01+00:00,67,129,10
ce5f856,2024-08-29T14:50:23+02:00,67,129,10
c38a9e6,2024-08-29T12:58:24+00:00,67,129,10
1e8bf06,2024-08-30T16:12:31+02:00,67,129,10
cdcc59d,2024-08-30T16:25:12+02:00,67,129,10
6e8ff0f,2024-09-02T09:51:00+02:00,67,129,10
7b4f8ae,2024-09-02T08:03:22+00:00,67,129,10
f70abcb,2024-09-02T08:58:45+00:00,67,129,10
4c6ddb2,2024-09-02T12:07:52+02:00,67,129,10
5423cf3,2024-09-02T11:22:44+00:00,67,129,10
841f3dd,2024-09-02T13:32:37+02:00,67,128,10
147b88e,2024-09-02T13:34:21+02:00,67,129,10
04bd17b,2024-09-02T13:41:44+02:00,66,129,10
7cfa937,2024-09-02T13:42:05+02:00,66,129,10
abac818,2024-09-02T15:59:11+02:00,67,129,10
9b34314,2024-09-02T14:07:32+00:00,67,129,10
e9f2e83,2024-09-02T17:58:21+02:00,67,129,10
3bbde18,2024-09-03T12:11:19+02:00,67,129,10
01de95f,2024-09-03T11:42:11+00:00,67,129,10
e818da8,2024-09-03T13:26:25+00:00,67,129,10
5291a79,2024-09-04T09:00:45+02:00,67,129,10
982b8b7,2024-09-04T07:49:19+00:00,67,129,10
3f86cab,2024-09-10T08:25:32+00:00,67,129,10
954edfd,2024-09-10T08:59:06+00:00,67,129,10
8d800e2,2024-09-10T11:56:06+00:00,67,129,10
2398eb0,2024-09-10T14:59:47+02:00,69,130,10
34d3281,2024-09-11T21:20:34+02:00,67,129,10
99a12f3,2024-09-12T07:15:49+00:00,67,129,10
d25af70,2024-09-12T07:24:38+00:00,67,129,10
3f63716,2024-09-16T14:08:54+02:00,67,128,10
c93bc45,2024-09-16T14:53:41+02:00,67,128,10
4fb53a8,2024-09-16T14:53:54+02:00,67,128,10
00a928d,2024-09-17T09:09:51+02:00,71,133,10
2ce05b2,2024-09-17T12:01:20+02:00,66,128,10
a4447bc,2024-09-17T14:23:27+02:00,66,128,10
5a36a5e,2024-09-17T14:25:04+02:00,66,128,10
16adc59,2024-09-17T14:27:32+02:00,66,128,10
54c943d,2024-09-17T15:06:40+02:00,66,126,10
b1db50f,2024-09-17T15:16:32+02:00,66,126,10
48470aa,2024-09-18T13:58:03+02:00,67,129,10
a6a35b7,2024-09-18T12:10:25+00:00,67,129,10
3535a4e,2024-09-20T11:15:16+02:00,67,128,10
b331ab4,2024-09-23T00:36:18+02:00,67,127,10
c35e8fa,2024-09-23T15:21:19+02:00,70,127,10
e718446,2024-09-23T15:24:23+02:00,70,127,10
abe1dcc,2024-09-23T13:29:59+00:00,67,128,10
8e54668,2024-09-23T15:49:35+02:00,70,127,10
a2ae7d3,2024-09-23T15:52:30+02:00,70,127,10
5b60c35,2024-09-23T16:07:43+02:00,70,127,10
cd271a8,2024-09-25T16:19:55+00:00,67,127,10
2fa0dad,2024-09-27T15:02:12+02:00,65,125,10
d49bb8b,2024-09-27T15:06:47+02:00,65,125,10
7852faa,2024-09-27T15:09:21+02:00,65,125,10
5613d52,2024-09-27T15:15:17+02:00,65,125,10
ef9f1ef,2024-09-27T15:15:25+02:00,65,123,10
d8b444b,2024-09-27T15:36:53+02:00,65,123,10
b84797a,2024-09-30T07:10:42+00:00,67,127,10
3db0f72,2024-09-30T13:41:50+02:00,65,123,10
6e9b811,2024-09-30T13:41:55+02:00,65,123,10
259f925,2024-09-30T14:27:10+02:00,67,127,10
c11394d,2024-09-30T16:48:52+02:00,67,127,10
efcb8df,2024-10-01T09:06:26+02:00,65,123,10
7faa0b2,2024-10-01T09:27:56+02:00,65,123,10
1352b55,2024-10-01T09:28:10+02:00,65,123,10
3a0de01,2024-10-01T11:28:01+02:00,65,123,10
0f189bf,2024-10-01T11:28:39+02:00,65,123,10
638c3cf,2024-10-01T11:31:49+02:00,65,123,10
793166a,2024-10-01T11:39:06+02:00,65,123,10
1d3d983,2024-10-01T12:31:14+02:00,65,123,10
a721c3a,2024-10-01T14:16:55+02:00,65,123,10
43c7a6c,2024-10-01T12:27:09+00:00,67,127,10
9fa0bc7,2024-10-01T14:32:42+02:00,65,123,10
3cde69c,2024-10-01T12:44:09+00:00,67,127,10
802b0d4,2024-10-01T14:45:00+02:00,65,123,10
39e97c5,2024-10-01T13:03:43+00:00,67,127,10
47e02d7,2024-10-01T15:30:20+02:00,67,127,10
43885a5,2024-10-01T15:47:16+02:00,67,128,10
3d364be,2024-10-01T16:20:31+02:00,67,127,10
2a5bd9e,2024-10-01T16:21:08+02:00,67,127,10
7cd8be0,2024-10-01T16:29:10+02:00,67,128,10
5a2c1f0,2024-10-01T14:44:46+00:00,67,128,10
2e7fb8c,2024-10-08T16:36:25+02:00,67,128,10
6a03e8a,2024-10-09T06:23:54+00:00,67,128,10
5e62096,2024-10-09T16:00:37+02:00,65,124,10
cbe0df7,2024-10-09T14:55:37+00:00,65,124,10
a4df153,2024-10-10T05:43:01+02:00,65,124,10
237294d,2024-10-10T06:23:15+02:00,65,124,10
eb22321,2024-10-10T06:27:17+02:00,67,128,10
a7d4ec4,2024-10-10T06:29:35+02:00,65,124,10
77719ce,2024-10-10T06:32:02+02:00,65,124,10
b6f7187,2024-10-10T15:08:40+02:00,65,124,10
3f4c546,2024-10-10T21:28:49+02:00,65,124,10
0e5ca0e,2024-10-11T16:00:07+02:00,65,124,10
c6e5e0b,2024-10-11T14:16:34+00:00,65,124,10
a448fe3,2024-10-14T10:30:01+02:00,67,127,10
b37082a,2024-10-14T12:43:37+02:00,65,124,10
3a928f7,2024-10-15T08:57:13+02:00,65,124,10
6306d5c,2024-10-15T09:18:16+02:00,65,124,10
20bba0e,2024-10-15T09:39:42+02:00,65,124,10
10e0534,2024-10-15T12:19:38+02:00,65,124,10
0041ec0,2024-10-15T12:36:46+02:00,65,124,10
05f7d75,2024-10-15T12:47:32+00:00,65,124,10
3e60de2,2024-10-15T13:13:18+00:00,65,124,10
9530ee4,2024-10-15T17:51:32+02:00,65,124,10
ec75b50,2024-10-16T09:59:16+02:00,65,123,10
eb8d371,2024-10-18T09:42:11+02:00,65,123,10
fa52d8d,2024-10-18T07:51:12+00:00,65,123,10
027d717,2024-10-21T10:41:45+02:00,65,123,10
8deddde,2024-10-21T09:12:55+00:00,65,123,10
295c0d8,2024-10-22T09:09:21+02:00,65,123,10
338e9f5,2024-10-22T13:12:08+02:00,66,124,10
e873103,2024-10-23T11:15:40+02:00,66,124,10
ec63093,2024-10-23T11:22:44+02:00,66,124,10
f3fd254,2024-10-23T13:55:42+02:00,66,124,10
641c3b9,2024-10-24T08:58:31+02:00,66,124,10
d8e4201,2024-10-24T10:22:19+02:00,66,124,10
1b67754,2024-10-24T10:37:02+02:00,66,124,10
6266f54,2024-10-24T11:56:37+02:00,66,124,10
8cda2e5,2024-10-24T13:03:16+02:00,66,123,10
bd1da5d,2024-10-24T15:11:57+02:00,66,124,10
45bcb36,2024-10-24T15:32:46+02:00,66,122,10
da629d9,2024-10-24T15:42:49+02:00,66,124,10
b9c7188,2024-10-24T15:53:54+02:00,66,122,10
33c3ebe,2024-10-25T10:59:20+02:00,66,124,10
bfba7f1,2024-10-25T11:36:34+02:00,66,124,10
d85d7e6,2024-10-25T12:03:51+02:00,66,124,10
f4d7caf,2024-10-25T13:41:07+02:00,66,124,10
a4d4faa,2024-10-28T08:55:21+01:00,66,122,10
6cbfd98,2024-10-28T15:29:22+01:00,66,122,10
f351c8d,2024-10-28T15:50:27+01:00,66,122,10
82154ef,2024-10-28T17:08:38+01:00,66,124,10
98151a1,2024-10-28T17:34:05+01:00,66,124,10
835d60e,2024-10-29T10:27:49+01:00,66,124,10
3aef3fe,2024-10-29T11:40:24+01:00,66,122,10
6007022,2024-10-29T15:30:27+01:00,65,122,10
86dc890,2024-10-29T20:47:11+01:00,65,122,10
acec9cd,2024-10-29T21:02:46+01:00,65,122,10
6b91600,2024-10-30T13:30:59+01:00,65,122,10
dc88bc6,2024-10-30T14:58:04+01:00,66,124,10
e20eef8,2024-10-30T16:15:02+01:00,66,124,10
ae2096f,2024-10-30T15:23:51+00:00,66,124,10
8163ffa,2024-10-31T09:09:14+01:00,65,122,10
da9c7ca,2024-11-04T16:57:42+01:00,66,124,10
7c25bbf,2024-11-05T14:21:54+01:00,66,124,10
075baa9,2024-11-05T15:17:50+01:00,65,123,10
a422759,2024-11-06T13:03:39+01:00,66,124,10
4f71a53,2024-11-06T13:08:11+01:00,66,124,10
4a8851e,2024-11-06T13:10:26+01:00,66,124,10
094a807,2024-11-06T13:16:08+01:00,66,124,10
9127c95,2024-11-06T13:18:39+01:00,66,124,10
a466441,2024-11-06T13:20:05+01:00,66,124,10
9c5c687,2024-11-06T13:24:08+01:00,66,124,10
0e7fa0a,2024-11-06T14:11:13+01:00,66,124,10
8bb8206,2024-11-06T14:22:56+00:00,66,124,10
8a4adc8,2024-11-08T13:48:32+01:00,66,124,10
cc7e922,2024-11-11T11:08:46+01:00,66,124,10
250edd5,2024-11-11T10:46:22+00:00,66,124,10
e2f724b,2024-11-11T12:07:27+01:00,66,124,10
1e328c2,2024-11-11T16:47:45+01:00,69,123,10
d8139fa,2024-11-13T10:52:09+01:00,66,124,10
6684436,2024-11-13T14:46:32+00:00,66,124,10
7e50359,2024-11-13T16:08:07+00:00,67,124,10
0401051,2024-11-14T11:29:36+01:00,67,124,10
d7920ec,2024-11-14T13:02:33+01:00,67,124,10
f4935fe,2024-11-14T15:42:32+01:00,67,124,10
c61a04a,2024-11-18T13:37:59+01:00,67,124,10
e341af4,2024-11-18T15:45:22+00:00,67,124,10
014c50c,2024-11-18T18:39:36+01:00,67,124,10
2948b27,2024-11-19T08:13:32+00:00,67,124,10
732a2f3,2024-11-20T10:17:24+01:00,67,124,10
5a95612,2024-11-21T02:08:26+01:00,70,123,10
4829482,2024-11-21T11:16:49+01:00,66,124,10
46dd16a,2024-11-21T11:17:12+01:00,67,124,10
90bb63b,2024-11-21T11:53:52+01:00,67,124,10
bb41808,2024-11-21T11:58:18+01:00,67,124,10
875e376,2024-11-21T11:59:32+01:00,67,124,10
b237eeb,2024-11-21T12:00:11+01:00,67,124,10
0f5f291,2024-11-21T14:32:52+01:00,67,124,10
35c35f1,2024-11-21T14:57:04+01:00,67,124,10
45bcdcf,2024-11-22T10:37:35+01:00,67,124,10
dd9373c,2024-11-22T10:44:31+01:00,67,124,10
d22df56,2024-11-22T11:02:07+01:00,67,124,10
c514b27,2024-11-22T11:02:21+01:00,67,124,10
13e6f36,2024-11-22T11:14:40+01:00,67,124,10
8d21391,2024-11-22T11:22:24+01:00,67,124,10
3c525b9,2024-11-22T11:24:38+01:00,67,124,10
c521095,2024-11-22T12:43:11+01:00,67,124,10
f6593e6,2024-11-22T13:22:36+01:00,67,124,10
aaf39ad,2024-11-22T12:31:13+00:00,67,124,10
11f3e8b,2024-11-22T13:15:09+00:00,67,124,9
50ebd10,2024-11-25T12:20:40+01:00,67,124,9
545e489,2024-11-25T12:30:17+01:00,67,124,9
930cbb4,2024-11-25T14:18:49+01:00,67,124,9
0f2bf84,2024-11-26T08:35:11+00:00,67,124,9
a83cd28,2024-11-26T11:48:36+01:00,67,124,9
7d48c13,2024-11-27T15:40:26+01:00,67,124,9
089e0c2,2024-11-28T13:09:36+01:00,67,124,9
820d35c,2024-11-28T14:03:12+01:00,68,124,9
0562858,2024-11-28T14:31:03+01:00,67,120,9
f1323c0,2024-11-28T15:14:19+01:00,68,120,9
f098bd9,2024-11-29T12:42:13+01:00,68,120,9
9a3c395,2024-11-29T12:48:46+01:00,68,120,9
3193008,2024-11-29T22:38:50+01:00,70,119,9
2c7347f,2024-11-30T02:23:57+01:00,70,119,9
51e8aa7,2024-12-02T16:13:36+01:00,67,120,9
3cbedec,2024-12-03T02:46:59+01:00,70,119,9
036fccb,2024-12-03T10:21:29+01:00,67,120,9
e6b5cd6,2024-12-04T10:09:08+00:00,67,120,9
98be77f,2024-12-04T11:31:24+01:00,67,120,9
eba1d2a,2024-12-04T21:07:23+01:00,70,119,9
7d3ed03,2024-12-04T22:10:22+01:00,70,119,9
480075f,2024-12-05T02:25:23+01:00,70,119,9
09a40ff,2024-12-05T12:15:28+00:00,67,120,9
2c72c87,2024-12-05T13:38:48+00:00,67,120,9
45fe3e5,2024-12-05T14:45:11+01:00,68,120,9
bbe7be0,2024-12-05T13:53:36+00:00,68,120,9
b9becbd,2024-12-06T10:27:14+01:00,69,120,9
30c3069,2024-12-06T14:03:26+01:00,72,121,9
38d911d,2024-12-06T14:08:01+01:00,71,121,9
0a15e75,2024-12-06T20:44:41+01:00,69,120,9
c95a18b,2024-12-07T13:46:20+01:00,68,120,9
27addac,2024-12-09T09:00:41+01:00,68,120,9
c5652ef,2024-12-09T10:02:28+01:00,75,120,9
d1129ba,2024-12-09T14:24:10+01:00,70,119,9
dd2da3a,2024-12-09T15:14:21+00:00,68,120,9
96911ad,2024-12-09T17:19:31+01:00,69,120,9
33a0685,2024-12-09T20:15:32+01:00,69,120,9
9837b59,2024-12-10T10:58:29+01:00,69,120,9
7788909,2024-12-10T14:31:05+01:00,69,120,9
ce24264,2024-12-10T14:57:41+00:00,69,120,9
6b316a5,2024-12-11T13:13:37+01:00,69,121,9
a0c1fc1,2024-12-11T23:16:31+01:00,69,120,9
9e62b22,2024-12-12T10:29:54+01:00,69,120,9
504e851,2024-12-12T11:54:08+01:00,69,120,9
b519696,2024-12-12T11:02:58+00:00,69,120,9
293b391,2024-12-12T14:14:41+01:00,69,120,9
e67a31b,2024-12-12T15:48:12+01:00,69,119,9
a083f74,2024-12-13T10:40:30+01:00,69,119,9
6a0539c,2024-12-13T10:43:06+01:00,69,119,9
4898dc7,2024-12-13T10:43:23+01:00,69,119,9
ff71fcb,2024-12-13T12:48:47+01:00,69,120,9
362ab68,2024-12-13T13:13:00+01:00,69,120,9
4e568af,2024-12-13T13:25:55+01:00,69,119,9
48ca5ad,2024-12-16T12:41:41+01:00,69,119,9
e7d3c33,2024-12-16T12:52:37+01:00,72,120,9
d6b9ef3,2024-12-16T12:53:53+01:00,69,120,9
af8f4b0,2024-12-16T12:53:56+01:00,69,119,9
b3743a1,2024-12-16T13:58:01+01:00,69,119,9
47d6977,2024-12-16T16:12:38+01:00,69,119,9
a5d21c1,2024-12-16T16:39:19+01:00,72,120,9
6df0de8,2024-12-16T16:39:41+01:00,72,120,9
1efb231,2024-12-16T16:54:26+01:00,69,119,9
8d7b007,2024-12-16T16:57:47+01:00,72,120,9
7379df1,2024-12-17T10:20:11+01:00,69,119,9
1ad0f7a,2024-12-17T11:21:45+01:00,69,122,9
05503b2,2024-12-17T11:36:36+01:00,72,120,9
c197ecd,2024-12-17T16:31:04+01:00,72,120,9
00fff1b,2024-12-18T08:56:12+01:00,69,120,9
dfed5bb,2024-12-18T11:41:21+01:00,69,119,9
cbcec77,2024-12-18T11:41:53+01:00,69,119,9
235e182,2024-12-18T12:55:15+01:00,69,118,9
6aa7878,2024-12-18T12:57:03+01:00,69,119,9
3fbcd26,2024-12-18T12:57:15+01:00,69,118,9
ed52f72,2024-12-18T12:05:40+00:00,69,118,9
4e0c042,2024-12-18T13:18:18+01:00,69,119,9
3f45dc2,2024-12-18T14:11:39+01:00,69,118,9
2071dc8,2024-12-18T13:44:21+00:00,69,118,9
c2b3fbb,2024-12-18T16:32:07+01:00,69,118,9
ac173c2,2024-12-19T13:00:12+01:00,69,115,9
f39097c,2024-12-19T13:13:34+01:00,69,118,9
3fe50ec,2024-12-19T15:47:57+01:00,69,115,9
955a93a,2024-12-19T15:48:14+01:00,69,115,9
33f92d6,2024-12-19T17:44:05+01:00,69,118,9
bc4daef,2024-12-19T17:46:39+01:00,69,118,9
ded7eb0,2024-12-19T18:10:45+01:00,69,118,9
83543e0,2024-12-20T12:52:06+01:00,69,118,9
f6d71c8,2025-01-04T05:50:08+01:00,70,119,9
685d80f,2025-01-07T15:03:23+01:00,69,118,9
417ab16,2025-01-08T08:03:38+01:00,69,118,9
19e6166,2025-01-08T13:19:28+01:00,69,118,9
1b77725,2025-01-08T14:34:18+00:00,69,118,9
fb1f150,2025-01-09T08:26:16+01:00,72,119,9
61602a1,2025-01-09T15:06:17+00:00,73,119,9
5f19a96,2025-01-09T16:15:14+01:00,70,119,9
d0c949d,2025-01-09T17:31:09+01:00,69,118,9
72683ac,2025-01-14T10:57:19+01:00,69,118,9
f43dd82,2025-01-14T10:58:39+01:00,69,118,9
769e56c,2025-01-14T10:59:18+01:00,69,118,9
6535f02,2025-01-14T15:09:36+01:00,69,116,9
760484b,2025-01-15T12:08:43+01:00,69,118,9
b4af33a,2025-01-15T11:17:09+00:00,69,118,9
b953480,2025-01-15T11:29:52+00:00,69,118,9
f0330bc,2025-01-15T12:11:08+00:00,69,118,9
083fca5,2025-01-16T01:35:26+01:00,70,119,9
5346bc4,2025-01-16T09:01:24+00:00,69,118,9
9278fd2,2025-01-16T15:16:05+01:00,69,116,9
f7d1336,2025-01-16T15:16:16+01:00,69,116,9
9bcd8f4,2025-01-17T10:07:50+01:00,69,116,9
5f4a1fe,2025-01-17T13:59:34+01:00,69,118,9
cde7514,2025-01-17T13:54:05+00:00,69,118,9
b76d574,2025-01-20T09:11:56+01:00,69,118,9
83b20e5,2025-01-20T09:36:39+00:00,69,118,9
4bdde0d,2025-01-20T10:42:32+01:00,69,118,9
fe4f66b,2025-01-20T11:50:10+01:00,69,118,9
c7fe56a,2025-01-20T17:43:04+00:00,73,120,9
3e26697,2025-01-20T17:46:07+00:00,73,120,9
0d1270b,2025-01-21T10:41:03+01:00,73,120,9
665e38d,2025-01-21T11:56:55+01:00,69,118,9
dfc4a1b,2025-01-21T19:42:04+01:00,69,118,9
6c2528c,2025-01-21T19:54:32+01:00,69,119,9
6fe6973,2025-01-21T20:32:29+01:00,69,119,9
ebf8ae2,2025-01-21T20:34:02+01:00,69,119,9
b4df5e0,2025-01-21T21:15:09+01:00,69,119,9
d390395,2025-01-22T13:17:03+01:00,69,116,9
8318014,2025-01-22T14:13:34+01:00,69,118,9
802c11a,2025-01-22T18:00:00+01:00,69,119,9
8d7293c,2025-01-22T18:09:35+01:00,69,119,9
ac87425,2025-01-23T11:24:37+01:00,69,119,9
0b255f0,2025-01-23T11:41:16+01:00,69,119,9
4bcb88a,2025-01-23T11:48:08+01:00,69,118,9
8c86b86,2025-01-23T10:58:24+00:00,69,118,9
f589292,2025-01-23T14:51:52+01:00,69,119,9
67988fc,2025-01-23T17:41:08+01:00,69,119,9
a738b9d,2025-01-23T17:44:01+01:00,69,119,9
f334fe6,2025-01-23T17:47:32+01:00,69,119,9
c133b03,2025-01-23T17:53:19+01:00,69,119,9
3680ddf,2025-01-24T13:25:48+01:00,69,116,9
93e28b0,2025-01-25T03:34:15+01:00,72,117,9
65d9e8d,2025-01-25T04:24:11+01:00,72,117,9
d334ee7,2025-01-25T23:42:34+01:00,72,117,9
c0631e2,2025-01-27T10:08:14+01:00,69,119,9
797b6e1,2025-01-27T13:15:50+01:00,69,119,9
ceff5f6,2025-01-27T13:46:41+01:00,69,119,9
a6316b6,2025-01-27T14:23:52+01:00,69,118,9
59a598c,2025-01-27T16:03:18+01:00,69,118,9
b579da8,2025-01-27T15:32:42+00:00,69,118,9
0b1b533,2025-01-28T08:45:27+01:00,69,118,9
bed7329,2025-01-28T09:27:44+01:00,69,118,9
58c44b3,2025-01-28T08:52:35+00:00,69,118,9
c8284d1,2025-01-28T10:08:53+01:00,69,118,9
d875b6d,2025-01-28T10:24:49+01:00,69,118,9
6c4b539,2025-01-28T10:29:42+01:00,69,118,9
f6a60bd,2025-01-28T14:36:18+01:00,72,117,10
5911509,2025-01-28T15:36:20+01:00,72,117,10
07957a9,2025-01-28T15:42:04+01:00,72,117,10
b443a44,2025-01-28T15:43:38+01:00,72,117,10
09942f2,2025-01-28T18:12:12+01:00,73,117,10
b76a259,2025-01-28T19:35:23+01:00,71,126,11
72496d9,2025-01-28T19:51:51+01:00,73,117,10
f95b2fa,2025-01-28T19:55:30+01:00,71,128,11
ae1319a,2025-01-28T19:55:32+01:00,73,117,10
0018572,2025-01-28T19:56:40+01:00,73,117,10
0b894e0,2025-01-28T19:57:39+01:00,73,117,10
418e7f0,2025-01-28T19:59:04+01:00,73,117,10
1365155,2025-01-28T20:02:23+01:00,73,117,10
d955d81,2025-01-28T20:15:32+01:00,73,117,10
6a1dd98,2025-01-28T22:10:39+01:00,73,117,10
143108d,2025-01-28T22:55:50+01:00,73,117,10
fb00d34,2025-01-30T12:32:55+01:00,69,119,9
46c1a91,2025-01-30T13:25:32+01:00,69,119,9
db00424,2025-01-30T16:14:06+01:00,69,119,9
2254c3c,2025-01-30T16:20:53+01:00,69,119,9
6756f60,2025-01-30T17:19:38+01:00,69,119,9
73c3dc8,2025-01-30T17:52:00+01:00,69,120,9
3a8b939,2025-01-30T17:52:17+01:00,69,120,9
b208fbd,2025-01-31T10:34:46+01:00,69,120,9
d640b19,2025-01-31T11:00:10+01:00,69,120,9
5c1064b,2025-01-31T12:33:08+01:00,69,120,9
9752e1d,2025-01-31T12:53:26+01:00,69,120,9
ea39c19,2025-01-31T12:54:43+01:00,69,120,9
f21606a,2025-02-03T11:14:59+01:00,69,118,9
41a76d8,2025-02-03T20:11:47+01:00,69,118,9
ef2f817,2025-02-04T08:55:24+00:00,69,118,9
2fb0bdf,2025-02-04T09:36:31+00:00,69,118,9
b1ecb6c,2025-02-04T10:12:06+00:00,69,118,9
4368acb,2025-02-04T12:10:56+01:00,69,118,9
2f86219,2025-02-04T12:36:16+01:00,69,119,9
df05930,2025-02-04T12:39:19+01:00,69,119,9
1df2ebc,2025-02-05T15:06:52+00:00,69,118,9
4bc0af2,2025-02-07T12:56:05+01:00,69,118,9
357063b,2025-02-07T14:07:43+01:00,69,118,9
751139b,2025-02-07T14:08:40+01:00,69,118,9
6f824eb,2025-02-07T14:28:14+01:00,69,118,9
afb514b,2025-02-07T14:31:11+01:00,69,118,9
367d173,2025-02-07T19:18:10+01:00,69,118,9
aafffc9,2025-02-09T13:40:20+01:00,69,118,9
3fe6e6b,2025-02-09T13:51:48+01:00,69,118,9
fae1ff9,2025-02-09T14:04:24+01:00,69,118,9
4b9b16a,2025-02-09T13:21:32+00:00,69,118,9
b482572,2025-02-09T20:51:03+00:00,69,118,9
2199925,2025-02-10T09:10:40+01:00,69,118,9
3b9161c,2025-02-10T09:15:04+01:00,69,118,9
a6ddb9d,2025-02-12T09:36:24+00:00,69,118,9
c27006f,2025-02-12T11:02:22+01:00,69,120,9
fee4ddb,2025-02-12T11:09:09+01:00,69,120,9
ca61be6,2025-02-12T11:12:53+01:00,69,120,9
72b6a31,2025-02-12T12:00:06+01:00,69,121,9
dc02461,2025-02-12T12:40:24+01:00,69,121,9
3ac118a,2025-02-12T13:18:45+01:00,69,118,9
2c6a763,2025-02-12T13:50:48+01:00,69,118,9
2977e67,2025-02-12T19:30:23+01:00,69,121,9
b9550ce,2025-02-12T19:39:59+01:00,69,121,9
a175c52,2025-02-12T20:39:27+01:00,69,121,9
7ebae5e,2025-02-12T21:35:23+01:00,69,122,9
4e3df95,2025-02-13T09:28:49+01:00,69,118,9
508cee0,2025-02-13T09:31:31+01:00,69,118,9
412ac28,2025-02-13T09:32:02+01:00,69,119,9
9dd111d,2025-02-13T11:43:56+01:00,69,118,9
65fd66c,2025-02-13T11:54:47+01:00,69,122,9
4bd1fc2,2025-02-13T15:23:58+01:00,69,118,9
5ff22f1,2025-02-14T11:39:09+01:00,69,118,9
d9dfc02,2025-02-14T11:49:30+01:00,69,122,9
9e3ebca,2025-02-14T12:42:37+01:00,69,121,9
83d19ba,2025-02-14T13:01:46+01:00,69,121,9
8ca290e,2025-02-14T13:26:03+01:00,69,121,9
48c6d2d,2025-02-14T13:58:26+01:00,69,121,9
5ee719e,2025-02-14T14:08:54+01:00,69,121,9
a93fd82,2025-02-17T09:58:27+00:00,69,118,9
7054037,2025-02-18T13:26:16+00:00,69,118,9
d7676f2,2025-02-18T19:00:04+01:00,69,119,9
2c9e122,2025-02-18T19:39:19+01:00,69,118,9
7d1e336,2025-02-18T19:53:48+01:00,69,118,9
d90ae76,2025-02-18T19:54:25+01:00,69,119,9
3211c9c,2025-02-18T19:02:34+00:00,69,116,9
9830236,2025-02-19T07:56:57+00:00,69,117,9
e576ec6,2025-02-19T15:20:16+01:00,69,120,9
480e721,2025-02-24T08:18:37+00:00,69,117,9
ed403af,2025-02-24T09:45:34+01:00,70,119,9
93047e0,2025-02-24T15:31:50+01:00,69,117,9
d63e143,2025-02-25T18:19:40+01:00,69,119,9
bae7f68,2025-02-26T07:39:03+00:00,69,117,9
a55a05c,2025-02-26T08:52:19+01:00,70,119,9
69d4262,2025-02-26T09:16:14+01:00,68,116,9
b090ccd,2025-02-26T09:04:22+00:00,69,117,9
e5a716c,2025-02-26T10:42:46+00:00,69,117,9
cb8a82a,2025-02-26T12:24:26+00:00,69,117,9
a73a1b1,2025-02-26T13:56:52+01:00,68,116,9
00c6ef5,2025-02-26T13:58:17+01:00,69,117,9
fddaa08,2025-02-26T14:07:28+01:00,69,117,9
8ac6bed,2025-02-27T11:21:01+01:00,69,119,9
39fbadf,2025-02-27T12:52:01+01:00,69,117,9
cf2e0a2,2025-02-27T14:52:55+00:00,69,117,9
268f635,2025-02-27T16:30:03+01:00,69,119,9
8519ff9,2025-02-27T16:53:38+01:00,69,119,9
c81189e,2025-03-01T16:14:20+00:00,69,117,9
93af0fe,2025-03-03T13:20:07+00:00,69,117,9
500a666,2025-03-04T11:55:37+01:00,69,117,9
6607a84,2025-03-04T12:51:51+01:00,69,117,9
6404001,2025-03-04T13:24:22+01:00,69,117,9
bb47abb,2025-03-04T14:03:20+01:00,69,117,9
3fda165,2025-03-04T13:27:33+00:00,69,117,9
6c3960c,2025-03-04T14:33:24+01:00,69,117,9
f41953b,2025-03-04T14:41:46+01:00,69,117,9
